txn_id,user_id,amount,txn_hour,is_qr,beneficiary_age_min,device_changed,location_velocity,failed_auth_24h,label
7c1725f9-ba07-44a9-b378-e21eb7a02d6c,user_122,3473,18,0,18134,0,0,0,0
f2f53f1e-d92c-4ee0-9124-c986786cad84,user_247,1712,9,0,75533,0,0,0,0
0f065340-676c-4d82-906f-e1d648f4cf97,user_262,824,14,0,81092,0,0,0,0
cb48dae8-165a-4c5a-84f2-b2c1e61cfa74,user_223,4809,16,0,79066,0,0,0,0
5bed7834-cadc-48d7-a470-aa234ccd4768,user_282,859,20,0,36847,0,0,1,0
d4d94ff0-8d42-4fc6-9841-2e7adf94d8c8,user_351,2798,16,0,62903,0,0,1,0
d2a413fe-ac4e-4b62-9752-11ae0a06ff0e,user_249,4646,21,0,20920,0,0,1,0
a865c9e8-bec1-49dd-89f2-90749455c58d,user_139,3713,20,0,96544,0,0,1,0
a31d9212-f619-45fa-8d1d-408af5f8e886,user_328,2685,14,0,72215,0,0,1,0
b5d66e89-5d04-47f4-aeb5-53dc2da0aefe,user_370,938,10,0,44139,0,0,1,0
4fd53d98-af2f-4171-b275-62e4920974ad,user_314,3995,22,0,33936,0,0,0,0
b03e06bb-6e5f-4f87-b40c-2d8b7d0e0da2,user_133,839,22,0,41012,0,0,0,0
fb8271bc-51e1-49a1-a7c4-bbbf377f2e0d,user_380,2659,18,0,76003,0,0,0,0
4ba9d2af-2660-431b-9be6-b31507f21407,user_309,3583,9,0,67384,0,0,0,0
c83e9638-f011-4c8c-95af-14108e3163bd,user_323,761,11,0,80743,0,0,1,0
e8fa5bd7-2b45-41ee-a508-7560b44d8c18,user_66,2235,19,0,21299,0,0,1,0
ceb040db-8ea0-47b3-a540-d4dfe85e2e00,user_108,3312,20,0,68149,0,0,1,0
6bfc71cf-1ad3-48d6-acd1-38a9a47a8b7c,user_344,1606,14,0,9994,0,0,1,0
05af0c52-ec04-4d10-89f6-ff8330ab1621,user_233,1175,10,0,49128,0,0,1,0
21f3f53e-2dcb-4f9c-94ab-03ed7433a813,user_7,571,13,0,21980,0,0,1,0
ef7986b1-82db-4308-aeb1-ad23ca2abd73,user_338,2514,18,0,3625,0,0,1,0
2ec105ca-c774-4e1b-9c22-58709986f04b,user_259,862,12,0,24066,0,0,0,0
ad18e23d-0092-4aa6-9270-6a59037023c3,user_105,4133,20,0,97236,0,0,1,0
48929b39-74e7-4eab-8669-ad48eb7db0aa,user_325,1346,16,0,42152,0,0,0,0
9c467ae4-97ee-43b5-92cc-92ec10429585,user_130,1823,22,0,45385,0,0,0,0
1bc5ebe9-8bbc-4325-bbdc-36b2709ab135,user_189,982,22,0,45904,0,0,1,0
d321128b-a748-4bcd-adac-21fdbbf5e33b,user_110,2236,12,0,59271,0,0,1,0
6c247e21-dc4b-429a-b00f-94654e0abe66,user_141,3617,18,0,28657,0,0,1,0
74760387-ef78-4156-b3d3-828ae7bfa0de,user_221,2388,19,0,39106,0,0,0,0
8c58f1ff-0dd0-4ecd-b2bf-929454bf2d47,user_162,4923,9,0,83696,0,0,1,0
891f9bd2-d3cc-44ec-96cb-f00d89806de9,user_206,4860,12,0,60728,0,0,0,0
53bf4e7a-3b8b-4f83-ac8c-5af8a6877c8a,user_69,4229,12,0,23588,0,0,0,0
f30c98ed-9014-4b12-bd82-05bd005545ab,user_104,2502,8,0,37104,0,0,1,0
bfb0cab2-8085-4e2f-8e0a-c255e81fd5ad,user_116,4958,9,0,82951,0,0,1,0
bbc06c44-3953-4cdc-a4d5-b5984823ef92,user_395,2514,19,0,39352,0,0,1,0
9b696131-84dd-46be-a1d7-64c6c6c3855a,user_342,3739,8,0,58462,0,0,0,0
8508dce4-a68f-4774-a378-2a8590046b41,user_383,4753,18,0,79323,0,0,1,0
1ed37768-28e3-4155-b037-f1fa72ad9eb1,user_216,4757,18,0,88820,0,0,1,0
493f9dc6-8fbe-4ef0-be8d-eca545369eba,user_109,12775,3,1,2,1,1,5,1
f1df50e8-28a6-47aa-98f6-f91b37e2e0d1,user_11,2121,21,0,14945,0,0,1,0
8fb3adc1-c540-436a-9292-aceffd7dba0a,user_115,29129,1,1,3,1,1,5,1
cad4c8d1-0975-4873-94b0-32a4c7e7d4a3,user_270,4923,15,0,53043,0,0,1,0
77300da7-5a3f-409a-abde-c8decba985db,user_209,809,13,0,68315,0,0,0,0
96d030e2-e4bb-4b6b-9742-00f4c48a2149,user_92,2525,17,0,68560,0,0,1,0
b8b7b933-6f27-4077-89c7-8e253c75452b,user_119,4422,13,0,58685,0,0,1,0
7577e9cd-20a0-48ea-8f6a-29c5285dfa89,user_2,3971,10,0,64749,0,0,0,0
3edcef1c-3d47-45ca-9d3f-cac430e57dd2,user_287,4717,15,0,70283,0,0,0,0
5f1afbed-49b4-4865-87b5-fd233e6b122f,user_31,9891,0,1,10,1,1,3,1
33f785cb-1de6-4bce-8545-9f685b106b96,user_322,2723,18,0,56101,0,0,1,0
1bf4d943-33a1-4dad-a812-29397c59e6e3,user_29,2774,20,0,89665,0,0,0,0
083e51c2-2782-4761-9d8b-f90f2d0b0104,user_303,4125,16,0,29915,0,0,1,0
4a2f7766-250b-45e2-a90e-a5cb1af76085,user_284,3404,21,0,21348,0,0,1,0
84eacf4b-558b-4946-b2f5-94c00b83c738,user_260,418,20,0,85951,0,0,1,0
fe978fe5-455d-4aa6-838f-a2d808c34cf7,user_300,2084,12,0,12151,0,0,0,0
50b1bfd2-28c9-4ce2-a014-e21131a75ce4,user_228,4895,14,0,5853,0,0,0,0
999e2985-e05c-4ede-bb6c-ce5496721eea,user_51,3969,9,0,79927,0,0,1,0
eceb7102-9cf7-49bb-9c1e-f2d1d30b46f2,user_17,2113,19,0,85916,0,0,1,0
cb1fedec-d936-4a7f-9271-7bca751545d8,user_348,303,17,0,18378,0,0,0,0
01ea7a08-cbbc-4f67-bb4e-f34a1803b081,user_116,4272,9,0,72901,0,0,0,0
bedb888f-2a11-4512-b15b-1d0e239736f8,user_38,133,10,0,50012,0,0,0,0
b48cad12-9f71-4c34-880e-0a980dd23548,user_299,1340,8,0,2317,0,0,1,0
e4da4ef9-6fac-4494-bd2f-17baabaf78ba,user_174,4459,14,0,43760,0,0,0,0
17e58446-4c20-470e-9b4a-8a47e02a0f11,user_374,606,9,0,20225,0,0,1,0
321fc0e8-6d35-49c7-976a-8baad8addb0f,user_29,28379,23,1,4,1,1,5,1
ccc772f5-8467-4caf-aaf9-1976ffa2cb29,user_219,3874,20,0,97268,0,0,1,0
31684412-85f9-4bf8-bb70-0535c29c256d,user_333,4543,9,0,44662,0,0,1,0
819daf59-e7d3-4f2c-aeb4-cd6f990adc99,user_17,4561,9,0,29717,0,0,1,0
215bf609-8b9f-4d31-9139-49d2f2e60b3b,user_397,4207,13,0,3456,0,0,0,0
462312a8-2adb-4fcb-a511-8a9e0df082ab,user_263,4997,12,0,76152,0,0,0,0
d0c396a0-d2a7-42fc-82a5-7383fd027c2c,user_315,12582,2,1,3,1,1,5,1
808b1c79-1db2-4eae-84fe-51b32b7369f7,user_369,969,8,0,89072,0,0,1,0
0bf4ab07-9b95-4f65-95b9-ac908aaef818,user_326,3266,17,0,77596,0,0,1,0
b0b17581-2980-4734-a728-c4d4dd2859e4,user_351,4717,19,0,56739,0,0,0,0
2288c105-b862-4081-9430-d54efad4c45d,user_341,551,19,0,87181,0,0,0,0
1b25d7d5-1607-4a21-8d2d-7ccd5213cd12,user_185,593,21,0,56250,0,0,0,0
d121b883-9968-4f15-a520-6f0b9a1a01ac,user_203,968,21,0,55569,0,0,1,0
ab310429-765a-4903-972d-b93a0468cbcc,user_70,1171,22,0,15749,0,0,0,0
c3d78631-5af0-4035-8d3e-79755601a418,user_105,3248,13,0,64787,0,0,1,0
fb1b39f8-ab4b-4978-b19c-e19d3859ae44,user_153,3558,10,0,90976,0,0,1,0
875d697a-0527-4f9f-96c8-21de26266a39,user_314,1454,11,0,51519,0,0,0,0
bde172b5-11e4-405d-aca2-e4ca04f333b4,user_173,2704,19,0,53726,0,0,0,0
3bdb1ac2-55bc-4baf-a912-1200bcfc2a10,user_255,1678,18,0,85352,0,0,1,0
e325846c-c011-49e4-81bb-13992a2bdbb8,user_320,524,21,0,58396,0,0,0,0
ae239b57-0e55-437b-ad3e-bfe0ec04b06e,user_146,1819,8,0,5243,0,0,1,0
e5c6d70e-92b9-4af8-b739-2217eb8646fc,user_320,4739,15,0,79591,0,0,1,0
581c1c8a-b3a6-4f61-9c33-b34804fcb635,user_104,4153,17,0,40947,0,0,1,0
99fb0b3c-7d32-436b-9aca-93fed39af6cf,user_392,178,9,0,78322,0,0,0,0
25206007-6846-428f-9f9c-925d928a9859,user_125,2741,15,0,28487,0,0,0,0
23774f71-00a1-46b0-9035-acf6ee13ae8d,user_192,3560,12,0,42088,0,0,1,0
91c9437d-60e2-4972-a8a3-d3b7cdde2b69,user_237,3309,20,0,48710,0,0,0,0
78449648-cdd3-4d46-a6c3-c4a6c898caea,user_254,352,9,0,46473,0,0,1,0
817829ae-90ca-443a-abaa-40bd3ab816be,user_298,1504,9,0,17306,0,0,0,0
48a296fd-16ee-40b9-a3ac-308d89c36adf,user_277,3488,15,0,57954,0,0,0,0
d60a529c-55e0-4c71-9336-de2574d74f3a,user_68,1300,16,0,12259,0,0,0,0
1cd9c029-cfb0-4997-b68d-831c5181d3e1,user_390,4270,15,0,8877,0,0,0,0
d400d6e5-3971-487f-83e6-c55b7fe86ab9,user_280,3920,22,0,4415,0,0,1,0
7acb373d-44d7-4fda-89f3-aa46e78b117c,user_15,2817,9,0,80246,0,0,0,0
55872eff-7388-47d4-88dc-27dcc017f7e7,user_282,13552,23,1,6,1,1,4,1
effa5427-19d6-4657-9956-818646d98c3f,user_123,4260,8,0,41953,0,0,0,0
a62e4007-4b85-44ad-a561-545a05d36cea,user_351,3504,17,0,56154,0,0,1,0
79513288-99e1-4b66-877b-2cbf3b4aa603,user_307,1603,16,0,94316,0,0,1,0
d9fe8ac1-1f19-4f15-94b9-c0a5eed820ab,user_356,8692,23,1,6,1,1,5,1
ca89b9bb-1d82-41ca-a47e-bddce292da0a,user_138,2930,17,0,73528,0,0,0,0
e7892078-80f4-4b4f-b642-710a0c7470dc,user_118,871,15,0,29937,0,0,1,0
d8176fa5-ed86-4d20-a4a6-7c5cfff87287,user_41,2527,10,0,84337,0,0,1,0
d797496e-5938-4601-87fe-83df5c03b027,user_14,1047,17,0,43341,0,0,1,0
b3029899-b25a-4d2b-b156-c235df5dc790,user_321,2612,8,0,91681,0,0,0,0
145f26e3-598a-4c4d-a164-f86d6ac684fd,user_204,3054,17,0,76450,0,0,0,0
b593a018-ba1e-4ed1-93fd-b2daa2a5854b,user_234,2364,16,0,42000,0,0,0,0
7e69a678-25fa-438f-a2da-1a700930914c,user_389,1099,9,0,72625,0,0,0,0
a4739724-235d-4f06-bcbd-9a2e8bd28090,user_244,881,20,0,69890,0,0,1,0
95500268-ac43-458c-aca7-bdc8dbad0495,user_82,1887,19,0,45688,0,0,0,0
471d3b89-0aae-4beb-b4e7-5ec56b59f08b,user_161,4802,8,0,86975,0,0,0,0
a9a61473-7f7f-4c97-8812-adf186c54401,user_258,4178,11,0,46509,0,0,0,0
d56da75f-8033-4dfb-9354-e9353863a418,user_235,1095,19,0,88563,0,0,0,0
11fa43f5-9153-43b2-94c9-113c38c3066d,user_46,1447,22,0,84649,0,0,1,0
e9909d50-39eb-481b-b774-f2963b8231b6,user_377,882,19,0,89903,0,0,1,0
60227934-835e-40d6-b5f0-2f1eb17b498e,user_40,946,14,0,57749,0,0,1,0
7ff6fd6b-50db-4e62-a3ef-919d883583a6,user_302,2641,9,0,94736,0,0,1,0
155e5d5f-ed64-4c87-9012-2f22e8d57bfc,user_55,4000,10,0,67171,0,0,1,0
bdd32f0b-f560-40fe-8982-48eba2d34a0d,user_294,3056,15,0,63074,0,0,1,0
6e927a9d-040e-4d99-b7a7-57af7bc141fc,user_18,3417,18,0,39045,0,0,0,0
f8a2a1bb-6010-4110-896c-29341314ad09,user_342,2624,21,0,13115,0,0,0,0
7e299eff-7357-41e8-84fe-8e7f52756cf2,user_389,4182,8,0,5083,0,0,1,0
3fb937be-0fb0-45a9-b173-d42edd93969e,user_168,614,9,0,39866,0,0,1,0
c80c7b75-ecdc-44fc-adff-d7ff1c5e70fc,user_138,4922,19,0,48458,0,0,0,0
23c4cb3e-866c-43fe-8131-343199a0568a,user_254,3398,21,0,74581,0,0,1,0
bf2d0144-8eef-4978-9d5e-64e41a72319a,user_398,1402,18,0,58247,0,0,0,0
7ed03db6-b296-489b-9235-18563a9f98a0,user_192,4895,19,0,8359,0,0,1,0
e69384a5-cf40-4621-a74c-0b107158f723,user_53,4996,15,0,90448,0,0,1,0
e2ae0188-bb9e-4f11-9375-c665cfed3b15,user_166,4079,10,0,59504,0,0,0,0
3ede0a9d-41eb-4b27-b0c3-766c6582bea3,user_252,4936,17,0,88432,0,0,1,0
a75b4ae7-971d-4da9-9680-8a760571a5f9,user_205,1676,11,0,8777,0,0,0,0
720cfdbd-1e4c-4e0e-a8da-1f9d1ff19855,user_164,3686,12,0,37217,0,0,1,0
38e1338d-0171-48d3-970f-a3010839008f,user_297,1727,11,0,26108,0,0,1,0
67124ffe-ca4d-447e-9388-72b4c46fed8a,user_40,3896,20,0,5636,0,0,0,0
894e8ebb-7b58-4e1b-94d9-d64f594f3fa0,user_166,4457,10,0,78949,0,0,1,0
49bcdcb7-782c-4f0a-908e-f3657ba13a60,user_175,794,21,0,35942,0,0,1,0
2a7642ce-2001-4e25-a28d-ab5c42e78c45,user_236,3843,21,0,40556,0,0,1,0
3ab0e0c7-0a80-440f-941f-ca933837014e,user_266,1533,17,0,22542,0,0,0,0
ab865ab9-fcea-4c91-91ce-ae1755265108,user_365,868,8,0,40637,0,0,1,0
d89d64fd-6e72-4c1e-bc3b-3b2667b41824,user_9,1482,12,0,19835,0,0,0,0
e2b22bc6-cbdd-4045-991e-dda8ddc602d8,user_239,4046,14,0,14754,0,0,0,0
cab65511-e729-46ba-831c-d795e8e9a631,user_323,2783,22,0,25853,0,0,0,0
b75c65a9-2133-4254-9f5c-ededf5c74f6a,user_399,4992,10,0,84897,0,0,0,0
99160bd8-9a1b-4b4a-bc9c-f64677553456,user_133,1737,10,0,44845,0,0,0,0
c1bff038-6945-4f08-b620-53851e725d99,user_277,1712,12,0,63002,0,0,1,0
df6c1fa4-25f1-45bb-93ba-d08ef2f472b3,user_158,2649,18,0,25713,0,0,0,0
5d163825-45a5-4395-80e7-17f3e831a809,user_385,120,18,0,58795,0,0,1,0
9973d886-33e5-418a-a6ce-25635129a086,user_160,3117,8,0,77342,0,0,1,0
5b22e475-5892-4fbc-846b-681548358c0c,user_379,2339,12,0,24688,0,0,0,0
9efd4fd6-141b-472e-aa9d-85ad79151108,user_397,26813,3,1,1,1,1,3,1
a45583e0-57d1-4575-862e-dd15ef00a2bd,user_112,1065,12,0,41535,0,0,0,0
189c1398-dca2-4da9-8ba5-87da330dbadf,user_265,2440,22,0,51128,0,0,0,0
00506287-c002-4712-a7f2-1d813d9e40a1,user_131,770,22,0,94032,0,0,1,0
2bb215c1-9387-4e20-88cb-72b770f1bdea,user_36,181,13,0,34766,0,0,1,0
fa5ac502-dec3-4100-8c5e-a62d688a9c06,user_190,878,15,0,76878,0,0,1,0
22591cd6-ed73-4677-b725-8b2079d28926,user_239,3103,15,0,69877,0,0,0,0
e756c25f-97b3-47ca-b471-dd6cd39fe7cc,user_96,701,13,0,70893,0,0,0,0
721c5b13-446b-4c46-b04f-51199b245d71,user_141,2566,17,0,35599,0,0,1,0
6f033c7c-1470-4727-a3ee-946b2bb78d37,user_359,1361,17,0,13759,0,0,0,0
84a7c0cc-1092-40f9-bfa1-54a7dcf8fde8,user_363,1127,10,0,97671,0,0,0,0
d310119a-570f-48a8-be83-3f73d6317284,user_244,2278,12,0,70516,0,0,0,0
e54a8e29-3ea5-4df4-b167-02df36c30df1,user_14,2958,20,0,84091,0,0,1,0
c0beb2d5-9f01-4265-b62f-75635eb88f7b,user_327,2057,12,0,98869,0,0,0,0
6a3aa0cd-a384-4c9e-b134-430a8cd3b600,user_91,3222,9,0,7103,0,0,1,0
8f1b8234-22d2-4ef5-96aa-9d36c09bdbf3,user_77,4197,12,0,49285,0,0,0,0
135ea947-ccf2-430d-9ee7-835b1fde6b68,user_190,964,20,0,55459,0,0,1,0
7814abde-47e5-4ccb-b60f-c355ac3e7ca5,user_111,361,22,0,28521,0,0,0,0
2b8e86e7-c76f-46be-9442-8c09b500907d,user_121,16818,3,1,3,1,1,4,1
0e4905f9-9de6-49e8-8595-0b321ed94089,user_6,538,14,0,3836,0,0,1,0
453cda19-34dd-471b-81fd-28a318a2c108,user_63,648,12,0,30497,0,0,0,0
24b90a77-2b7f-4fa5-8a8a-0e28b118df4f,user_22,2672,8,0,3043,0,0,1,0
3b8e0a1a-bd32-45fc-9b8d-b6b36c4fa579,user_56,4629,13,0,94443,0,0,1,0
4ee777e5-1476-4bc0-bcc6-28ab67343655,user_294,4210,13,0,56469,0,0,0,0
cbb0d015-e0a9-4527-b7a3-c2b92a0fbd2e,user_101,3802,20,0,87430,0,0,0,0
2101f45a-564e-45c2-a053-dd3260c47957,user_282,3739,13,0,24399,0,0,0,0
99a7fd76-7f8e-428e-8f19-440d8e6034a1,user_57,3778,9,0,49200,0,0,0,0
63f02f04-0227-43a4-b587-b2fa5ed7ac98,user_387,4516,9,0,93545,0,0,1,0
9e71f427-8fb9-4e3c-90da-7176b3497ef8,user_21,1226,18,0,89184,0,0,1,0
6b8673d8-ce00-48fa-8af7-24377e140e27,user_274,608,14,0,11575,0,0,1,0
1ab1af5f-e676-4069-b4df-8581d32dad24,user_386,1183,15,0,49056,0,0,1,0
bcaba17b-c34d-4aac-a276-f0944ae04763,user_386,8728,0,1,2,1,1,5,1
cd8f3e6b-4727-43e5-bf4e-85317034d2ea,user_280,4397,15,0,1488,0,0,0,0
d8ec1c52-6636-4e48-8023-57b851ec30dd,user_106,3123,21,0,3905,0,0,1,0
2fae50c6-4469-41f2-a675-f04f5394a58f,user_381,554,15,0,19206,0,0,1,0
3d554459-827a-4241-b17d-4b07efe841e4,user_224,2642,8,0,37020,0,0,0,0
c5ad1c5e-1f30-452f-a301-449bec2e2984,user_323,1895,14,0,61410,0,0,1,0
879a8dc7-a7d8-46e4-a1af-172c8f82079d,user_157,2411,21,0,3728,0,0,0,0
340dfcae-a99a-4f48-b754-89571770a64f,user_293,3740,8,0,7647,0,0,0,0
741802ee-66cf-4c14-8131-2451eee181f5,user_282,804,10,0,61364,0,0,0,0
fb8c419f-3987-47ae-ad1c-7626a681b9f3,user_350,1767,16,0,5353,0,0,1,0
bef1a09d-fa18-442c-9382-a4edf5c30eb9,user_334,4454,16,0,81987,0,0,0,0
c27e1b8c-f918-4f69-a2c9-b98f3d7bd36f,user_376,748,18,0,95302,0,0,1,0
cb2bee5a-4b84-445e-a5f7-159a89982093,user_44,3001,19,0,21592,0,0,0,0
4e81109e-16ca-42ee-a4b3-a960477f9fd9,user_333,1889,12,0,39209,0,0,0,0
defb7e04-74a5-4de9-a399-6f8a82bf106d,user_48,3654,20,0,45363,0,0,1,0
59d96318-7a11-40eb-a8d8-787c5f436447,user_213,9881,0,1,5,1,1,4,1
fd220a12-6f80-44f0-bcb5-f210356093ac,user_253,4457,17,0,45335,0,0,1,0
48e5e6ad-dc14-4cd7-9321-d1e1de85c7ae,user_351,3199,10,0,12199,0,0,0,0
8bc13f3d-4c22-443d-b72e-b0427cbd05cd,user_205,21422,1,1,2,1,1,3,1
2a3eb1a1-6f8d-4d17-91ca-836cf26c5205,user_136,4141,8,0,18816,0,0,0,0
6656cad3-421e-4e0d-924a-2ee08e10ba4d,user_82,2121,8,0,60063,0,0,0,0
7a539180-2ed4-4626-bc12-3b6d34b93cd7,user_336,4194,12,0,73662,0,0,0,0
9a02a1ee-5997-4b02-925a-e949fa493866,user_47,2652,11,0,18360,0,0,1,0
8294e916-5f96-477f-8abd-f0cb97eef848,user_182,1825,12,0,3693,0,0,0,0
f511ec31-dd7c-484e-9d91-e6cbd9448039,user_142,4635,14,0,60819,0,0,0,0
8ec78126-6bb8-4194-a354-af4a68b8c06f,user_145,209,8,0,88519,0,0,1,0
caa7e950-2569-47ad-88a3-2c7b4b21fdb7,user_103,4370,17,0,78571,0,0,0,0
48415de3-e621-4fc6-b4e9-788f64a8e02b,user_340,2995,11,0,16838,0,0,1,0
9d1cab55-1889-4070-8f49-3c08caa4281f,user_180,3474,12,0,45945,0,0,0,0
2779b431-070a-4f3c-b25d-d7347d4dedaa,user_117,1892,10,0,21271,0,0,0,0
2f6dda70-4f0f-4916-a772-2dd6e02e51f0,user_186,3384,11,0,37874,0,0,0,0
4c89e560-c9be-448d-8c47-c683b12c3bd7,user_273,2755,14,0,11356,0,0,1,0
69e6f225-27a0-4a9c-ba73-bb7d34b8987e,user_18,1209,20,0,96798,0,0,0,0
530b9324-124b-4f8f-b82d-742b1dd2cbc3,user_283,2944,21,0,59010,0,0,0,0
d3817ce2-05f8-4f23-8cf0-8712da90c2f6,user_392,133,9,0,32053,0,0,1,0
b4d50e4d-92c6-4f3c-9f03-0b49a3fef205,user_394,3759,15,0,65456,0,0,1,0
d55df6b4-3532-4015-bc4b-704642faff4f,user_390,224,8,0,75660,0,0,1,0
29554f45-cdcc-4645-8b61-eee1ebabdf8f,user_311,1628,11,0,37379,0,0,0,0
48d4837a-a693-46ad-9989-b16344870184,user_72,4680,17,0,45629,0,0,0,0
